-2,67,61,72,27,10,61,59,20,24,6,55,38,57,66,20,51,77,-1,68,18,65,49,-6,46,27,53,27,11,63,38,68,6,10,7,1,6,46,69,63,2,50,66,33,51,35,38,54,53,45,46,21,72,59,27,46,51,52,67,7,0,24,72,59,26,5,71,69,66,3,43,22,39,28,77,-4,71,4,42,21,-2,46,57,44,45,77,44,4,76,38,72,8,22,56,30,57,56,27,3,48
4,38,26,6,4,38,48,-6,70,16,15,-3,6,73,8,80,15,44,72,17,-7,54,-1,76,59,45,56,8,-5,0,-7,44,45,34,47,71,59,58,3,31,69,16,74,38,-6,50,25,2,68,16,28,21,72,16,72,72,9,-4,11,17,59,61,-1,20,11,75,48,4,-1,-5,-5,68,68,42,41,37,4,8,0,40,62,8,17,75,51,-3,57,13,57,45,77,26,56,18,54,65,15,62,27,11
16,36,62,28,26,11,79,5,20,10,40,32,-2,62,-7,52,2,57,-7,11,3,29,25,12,54,57,50,45,28,46,18,31,9,59,5,29,-6,-1,1,67,19,25,66,-1,67,29,19,57,10,-1,70,36,57,6,38,75,40,5,75,7,29,6,79,31,78,35,55,38,8,2,5,5,31,31,6,80,53,80,80,72,4,4,0,63,37,-2,28,74,18,76,50,4,39,72,-2,55,74,-3,37,20
62,55,60,18,-5,64,53,24,52,61,65,5,-2,-7,9,69,35,38,56,43,30,46,70,52,71,63,22,26,51,49,15,75,28,76,75,23,71,50,61,31,79,35,75,45,17,44,29,-3,32,-5,13,13,17,13,15,10,65,58,51,26,16,67,28,6,13,64,1,-3,53,3,60,73,-5,79,7,22,32,45,32,56,17,38,41,39,51,5,-3,19,37,53,80,32,32,34,14,5,25,-4,43,58
66,65,17,25,17,6,22,21,20,79,25,31,11,1,31,36,79,67,3,4,51,54,76,43,25,19,79,61,59,18,40,-6,51,71,54,68,48,46,-3,9,42,80,38,1,55,17,42,24,77,68,65,59,-1,75,3,54,80,6,-6,20,25,56,53,9,51,70,24,0,34,4,57,77,77,51,14,68,68,39,49,39,20,23,16,4,58,58,-2,70,-3,65,80,50,32,53,41,41,42,72,77,52
-4,12,73,11,-7,-4,32,11,13,72,67,78,78,-7,-1,15,77,47,80,20,2,34,17,16,33,37,0,32,19,57,54,0,67,-3,7,39,22,28,53,6,57,77,41,16,9,49,32,39,11,22,30,49,51,58,66,49,68,77,46,72,73,61,64,36,32,57,53,39,16,5,44,-1,65,9,39,70,52,56,67,56,53,9,44,26,33,7,59,71,18,72,1,25,22,45,12,21,59,8,16,1
6,19,53,-2,39,11,35,16,71,75,1,60,4,74,76,48,26,61,75,41,38,25,38,24,68,59,-3,53,34,76,-5,78,76,53,5,73,44,0,-5,66,68,76,74,36,15,40,52,36,37,69,72,49,49,42,25,53,-4,40,77,22,61,11,65,17,30,65,51,55,7,-2,8,57,-6,61,28,64,56,-2,72,7,78,9,74,60,24,55,69,38,14,65,58,21,33,26,45,16,20,49,41,58
44,45,60,71,11,55,80,19,74,38,62,16,54,30,48,51,35,43,8,-3,14,56,55,31,62,42,75,16,60,3,12,17,49,15,70,2,-7,70,71,64,70,53,23,31,41,29,45,16,38,29,-4,49,35,9,58,-2,72,80,37,43,64,55,22,13,46,18,3,-3,2,4,41,34,29,74,65,28,52,44,61,16,66,35,62,68,16,47,74,40,57,1,2,80,34,14,-1,46,22,49,38,-5
32,71,7,59,36,44,62,67,25,30,79,45,40,60,41,31,50,62,71,13,80,3,65,45,13,61,-6,0,32,-1,5,32,40,60,40,40,5,62,33,35,58,39,71,44,62,71,45,0,-4,22,25,55,23,67,50,66,50,1,16,16,69,66,64,-1,43,42,71,62,27,11,41,-2,22,44,3,67,35,62,60,49,67,53,3,4,3,57,55,79,76,39,44,80,13,61,23,67,68,14,28,69
63,27,55,75,45,4,52,57,36,22,10,36,26,1,28,26,7,-1,3,4,79,18,64,-1,12,59,17,41,41,8,11,68,66,68,77,30,4,5,60,74,6,78,30,61,72,57,52,-4,6,19,44,-7,42,79,68,66,50,13,13,42,23,55,79,12,62,55,-4,48,48,38,48,-1,38,75,64,60,20,75,64,9,66,56,12,16,44,43,22,70,30,68,14,61,50,-1,11,36,19,31,19,-1
8,1,-7,50,31,71,38,4,77,5,26,37,57,66,45,79,55,10,64,1,1,12,37,10,64,-1,30,59,13,9,28,17,66,33,17,-1,14,21,5,-7,12,37,65,30,19,19,25,39,29,72,74,32,51,70,60,60,19,80,63,57,52,76,11,53,59,34,54,55,30,15,4,56,65,52,10,9,77,52,52,14,50,-5,56,77,6,20,12,28,-1,18,5,14,28,4,54,16,9,73,26,61
63,2,17,37,48,21,66,56,23,72,-5,54,-2,11,54,-5,-6,31,41,32,4,29,29,47,48,3,64,65,58,-7,0,51,76,12,64,72,59,51,39,26,45,55,30,5,16,58,63,20,77,43,0,67,23,44,44,67,-4,63,23,74,78,32,-4,36,52,68,72,5,10,9,9,33,11,25,51,69,-3,16,31,44,9,1,36,29,72,74,27,35,74,60,24,80,52,23,5,10,34,46,75,28
21,80,24,40,64,3,68,5,8,68,30,77,44,-4,-4,66,8,17,65,54,19,26,49,37,-7,23,54,34,33,-4,56,11,31,53,34,69,11,36,0,40,44,4,26,33,75,65,0,-6,30,13,57,70,15,61,29,23,21,-3,8,56,15,44,32,39,-6,28,22,8,44,54,34,60,8,80,73,44,-1,72,50,63,20,23,43,17,7,61,37,19,31,43,28,48,21,6,5,0,18,-5,10,15
-5,34,-1,37,51,52,75,0,53,59,57,13,57,1,20,7,20,-4,50,14,54,76,28,60,12,79,18,35,47,42,25,51,60,11,2,43,68,15,25,52,70,34,38,45,73,34,12,57,36,24,64,46,62,17,47,37,45,-7,46,5,47,75,41,14,57,65,33,31,37,70,-3,27,64,12,40,67,43,22,-1,17,40,38,61,21,0,2,24,1,9,25,40,-5,73,60,69,9,22,-4,24,16
59,-2,78,1,-2,27,64,74,-2,-7,-7,78,80,45,55,54,31,6,14,3,45,45,50,79,1,19,66,27,28,70,61,34,35,18,12,22,71,1,20,35,47,16,17,-2,64,38,48,67,29,61,61,80,0,35,47,34,29,29,12,55,6,12,63,1,32,33,2,52,51,46,19,29,11,21,44,42,31,10,23,10,16,1,70,12,-2,-2,4,70,78,5,47,72,2,19,48,63,6,9,57,60
70,11,61,54,19,17,0,46,36,19,66,78,58,10,3,21,39,-5,78,74,77,-6,53,49,9,54,20,-3,27,-4,-2,9,42,62,58,9,24,64,63,63,72,71,57,11,-3,67,5,75,-4,9,37,68,-3,49,55,38,5,7,23,33,58,11,41,63,-4,31,59,16,74,71,-7,8,39,76,0,2,38,58,71,77,31,25,33,26,69,13,70,35,61,22,44,25,66,63,46,70,54,50,29,2
22,45,6,18,52,48,10,21,12,36,3,56,-4,6,71,74,59,55,31,41,27,-2,26,5,15,74,60,-2,63,-1,22,6,40,24,55,80,41,7,54,55,72,33,-1,26,29,34,53,-3,42,8,32,39,25,69,49,57,9,45,57,4,-1,-5,7,15,41,72,56,29,-1,59,21,52,73,75,58,4,40,31,43,48,1,29,22,24,43,77,58,0,59,49,71,78,34,17,60,2,77,18,17,-4
31,65,-1,0,41,10,37,46,28,34,58,70,72,54,78,75,51,56,25,7,37,12,56,8,8,34,24,9,21,14,22,39,77,16,0,51,31,65,35,56,5,26,69,8,24,29,23,7,38,35,55,52,10,39,33,9,52,22,-2,23,58,76,-6,39,0,60,55,71,49,35,27,20,41,21,36,66,46,54,71,61,41,53,13,50,39,66,12,56,50,42,41,45,22,41,53,46,4,77,58,29
77,22,22,3,69,4,54,-4,58,0,77,14,48,25,-2,46,43,58,63,17,15,24,-7,17,24,68,36,1,0,68,71,53,37,37,68,33,70,32,64,63,18,74,39,24,66,18,47,77,4,64,44,45,56,-2,-6,26,32,63,-3,49,22,52,57,80,65,63,2,72,72,47,40,13,73,77,78,15,41,22,11,46,47,64,38,-5,75,70,80,19,30,38,69,38,41,71,56,65,43,29,54,9
45,80,40,45,35,37,53,58,2,-5,71,29,14,52,64,44,80,43,-2,24,5,29,63,50,9,-7,67,66,-2,36,54,70,53,51,73,42,12,15,42,68,4,5,58,29,48,30,33,67,3,63,54,71,55,78,49,66,-6,37,14,74,58,20,38,70,43,24,2,59,15,44,0,65,30,55,41,-6,5,16,25,45,68,29,34,19,38,44,77,49,21,32,14,35,29,24,18,26,67,3,74,52
28,29,34,60,7,77,56,58,48,9,17,66,44,41,30,51,55,-2,15,40,9,46,78,17,34,25,44,53,5,8,38,37,14,30,12,6,9,52,47,17,9,17,21,35,21,47,6,63,68,-2,-2,-2,50,0,55,-4,-4,3,47,64,2,45,36,12,80,11,-7,3,28,-4,61,-4,63,69,-4,22,53,54,22,58,-3,55,70,27,70,1,59,50,34,51,75,45,6,14,65,66,30,28,4,-1
-3,35,6,39,34,45,50,75,75,-1,18,43,50,79,46,63,6,72,28,50,27,49,34,47,12,67,43,51,-6,30,49,19,22,10,46,-4,74,17,23,6,74,52,60,-1,34,33,17,57,53,22,62,60,-2,44,75,22,17,54,16,29,29,20,-2,65,40,-6,61,63,64,0,65,27,42,43,20,17,40,58,58,43,57,-2,24,27,19,1,0,-2,22,28,53,80,29,78,80,74,52,66,5,11
6,32,59,21,-1,24,30,-5,49,16,6,35,67,59,57,20,66,73,41,66,9,45,9,13,1,-4,48,64,52,14,68,-3,65,22,55,42,-5,-6,16,55,50,-6,5,43,27,66,61,-7,52,31,24,63,10,39,1,39,22,-3,-5,58,24,69,43,5,75,0,0,51,18,2,1,10,72,1,3,20,71,69,52,43,45,-6,6,74,35,66,18,70,0,37,41,59,71,72,63,3,46,30,72,50
51,-3,-3,79,24,63,-4,44,25,55,5,44,73,66,10,11,54,57,71,2,66,61,45,40,16,48,22,75,65,38,6,-2,19,3,17,20,24,15,50,30,63,31,56,52,55,16,28,78,37,56,19,45,45,10,5,66,54,65,6,4,3,78,3,13,46,54,-7,-6,30,76,72,4,48,62,42,26,2,72,44,-6,30,8,59,56,53,9,34,52,42,27,28,6,49,35,39,46,69,28,13,59
50,59,50,78,51,77,23,-6,50,-4,31,-7,57,34,62,60,-5,28,73,67,4,74,43,73,13,70,71,11,12,43,17,41,51,-1,4,49,75,28,69,42,43,13,52,43,10,-3,51,46,-7,62,5,61,71,67,1,33,65,64,56,19,18,40,64,5,51,28,18,77,32,-2,13,38,30,57,61,23,28,28,4,31,24,57,8,56,76,8,0,60,59,69,20,7,0,26,4,16,55,72,49,29
11,21,39,28,36,-4,45,21,63,0,36,19,79,35,55,-4,5,24,65,44,28,70,71,-5,14,35,25,21,-2,23,45,6,45,27,78,28,75,6,-6,34,36,32,8,77,77,45,75,44,35,4,-4,64,29,34,74,54,13,5,-7,23,23,41,63,67,32,3,60,69,39,75,31,43,57,28,78,53,60,10,57,33,17,26,40,26,0,6,-4,-4,22,28,79,33,61,3,-4,19,34,51,78,66
27,5,71,62,25,80,47,47,70,52,-3,-4,-4,6,12,80,40,61,35,22,22,62,45,65,33,23,35,29,80,10,43,51,49,-1,74,64,13,65,58,59,0,0,6,35,79,50,54,6,2,18,-6,28,51,80,2,77,69,62,53,52,72,-4,79,60,48,12,46,70,56,2,-3,15,20,22,68,28,25,-7,-7,40,71,13,41,8,46,28,71,74,66,2,56,15,26,3,14,52,21,1,9,-1
16,62,36,-3,27,17,45,10,35,68,33,23,72,38,36,39,39,57,48,76,50,54,38,29,37,53,35,53,60,3,17,26,41,10,45,19,62,56,-2,1,3,16,45,28,59,73,4,3,75,25,32,72,19,65,63,16,75,57,24,62,18,74,63,15,24,74,78,-6,32,12,27,72,15,74,78,56,36,72,8,1,-3,7,42,68,59,40,17,27,65,-5,59,9,43,80,12,-7,39,62,0,25
68,80,55,10,-1,67,63,9,50,48,-1,15,44,15,31,48,47,9,77,38,60,33,59,45,-2,28,-4,10,67,54,78,74,59,29,72,39,55,25,57,43,59,67,77,59,4,67,17,-7,29,-6,66,59,78,35,61,-7,31,4,47,7,36,-2,74,51,42,32,67,0,71,35,35,21,-5,16,23,7,13,51,69,-1,22,12,-6,73,6,55,50,36,78,-2,45,-7,56,74,10,27,51,27,78,48
4,24,50,14,13,47,61,49,64,31,38,37,37,26,9,69,50,16,17,11,79,9,35,22,64,37,-2,-5,19,7,32,52,53,26,37,-6,57,72,-4,50,-3,36,74,-5,20,41,36,46,79,23,-1,79,14,66,70,-6,45,-4,42,-5,42,17,21,55,63,68,27,65,52,5,79,15,-3,43,51,45,66,62,31,5,69,29,7,66,44,32,21,78,32,24,61,35,24,13,31,79,47,46,71,65
38,7,27,12,63,52,10,59,-6,77,42,22,36,44,17,70,-7,1,40,45,34,-2,43,18,44,-3,9,66,17,72,48,51,70,76,12,-7,21,64,47,63,38,45,28,55,69,80,-2,11,80,53,19,5,72,59,51,19,80,8,72,46,6,68,50,20,57,4,14,7,80,1,56,7,31,36,24,12,62,73,30,9,-5,32,66,44,-2,51,28,18,19,45,72,52,35,61,7,77,18,47,23,77
43,17,21,58,30,42,28,-6,22,35,76,32,-7,80,-4,73,13,41,-4,20,38,1,63,19,42,63,55,3,23,49,18,53,13,15,73,74,50,15,11,14,50,25,74,-7,33,7,33,50,50,-4,77,29,58,31,40,43,18,15,56,22,68,72,75,0,-2,64,21,42,31,50,6,56,24,68,7,53,47,37,11,-1,47,44,63,67,2,16,70,79,45,45,69,-7,11,16,76,8,59,22,50,77
63,60,49,24,66,10,22,23,21,-2,36,38,3,57,2,4,74,43,23,16,47,2,13,69,11,21,41,54,79,65,44,71,46,34,30,30,60,20,18,-7,10,16,79,58,51,62,-4,78,8,45,41,74,31,9,15,75,63,5,28,70,5,36,52,11,14,47,61,15,6,61,27,28,37,13,11,69,76,41,63,76,80,4,9,-1,48,80,50,11,41,53,43,66,-3,68,11,23,43,23,54,70
35,79,17,50,34,8,-7,1,13,10,7,73,75,17,77,61,48,2,47,68,57,7,23,36,12,2,7,41,67,30,21,49,38,-6,2,18,44,35,48,11,10,19,-3,29,61,2,73,-6,20,24,32,7,50,51,25,26,41,52,1,18,27,19,52,-5,37,7,58,41,22,45,59,-4,13,52,6,51,41,37,-2,22,68,37,57,34,38,46,-2,43,31,-5,23,44,6,5,23,40,66,69,0,5
61,43,51,58,63,74,5,51,27,20,18,6,-7,-3,47,69,40,71,16,60,55,10,-6,48,42,20,44,55,18,19,18,74,14,0,-2,58,37,36,46,61,14,44,80,80,28,40,-2,37,10,6,20,47,28,4,70,8,-6,69,22,32,76,7,55,78,30,47,3,-7,25,0,78,7,54,18,11,-4,38,14,0,-7,11,78,70,51,56,34,7,23,56,73,28,32,50,62,25,15,22,24,43,53
45,53,4,11,60,39,-3,32,41,71,16,37,78,21,36,61,15,29,25,70,19,72,39,52,30,10,39,79,24,7,30,52,53,19,8,10,14,40,72,53,76,74,63,43,28,21,20,46,79,80,79,71,66,28,24,9,7,57,15,17,27,31,53,49,60,-4,64,-6,21,47,-6,55,13,16,46,53,44,66,24,67,22,43,-3,28,45,25,37,41,59,17,30,8,79,60,9,30,33,7,38,57
65,5,11,46,36,75,0,-6,-6,62,63,65,29,9,10,22,37,48,63,24,18,34,50,6,39,-4,27,73,2,12,38,38,23,46,34,25,50,21,21,9,60,66,19,31,58,59,66,71,49,43,37,0,66,77,54,40,75,-2,-4,36,32,51,13,59,75,-7,0,27,32,10,23,51,76,43,49,10,19,4,9,67,73,22,53,26,15,34,48,9,26,26,42,3,79,-2,60,37,45,9,53,18
0,66,35,26,46,-1,59,4,40,10,74,71,58,-2,-2,56,16,66,-3,29,15,46,8,45,1,35,62,49,23,45,8,-2,41,5,68,27,58,42,66,24,41,32,62,23,-1,42,20,10,18,23,46,65,53,52,39,18,42,1,37,8,24,11,38,33,46,48,25,50,71,64,53,78,30,-3,28,5,74,48,60,33,67,-4,-7,80,64,74,72,36,79,-1,15,48,32,64,35,65,-1,59,34,4
-3,31,48,17,9,78,52,76,60,52,-1,55,19,37,51,18,65,22,5,32,20,63,-5,13,29,76,33,29,66,67,78,54,7,-4,12,14,24,34,80,77,58,-7,70,17,46,-6,39,64,6,77,42,64,28,0,21,10,43,26,43,2,12,74,11,40,1,50,73,72,21,13,27,28,56,80,45,68,54,80,24,3,3,70,48,29,77,30,29,19,35,-7,41,80,27,80,31,70,4,47,21,27
72,68,42,6,31,67,39,79,58,40,45,76,-6,23,23,73,30,27,34,-3,8,75,43,72,49,48,42,39,20,74,-4,39,47,8,10,51,78,68,19,67,9,-5,13,12,44,26,21,70,50,0,65,45,23,49,72,46,42,74,13,5,60,7,25,26,79,7,4,25,35,23,23,66,54,21,19,60,44,75,1,40,65,37,29,38,69,34,59,40,27,9,70,67,19,28,4,43,51,71,20,49
15,9,18,52,45,67,19,2,73,12,18,65,60,16,47,9,61,56,10,66,33,12,-6,0,48,61,71,67,63,-7,-7,3,35,45,46,60,1,68,10,15,29,33,31,48,45,62,55,71,43,33,57,24,70,40,13,-4,22,5,74,25,21,62,-4,61,43,28,66,67,60,44,0,74,80,8,52,-6,43,15,79,69,7,29,75,15,10,24,-6,65,61,32,64,64,32,41,56,43,77,37,49,38
60,16,78,56,4,52,12,71,40,9,57,21,63,34,79,33,-7,60,74,3,-4,50,-6,48,50,0,-1,7,64,18,9,20,18,50,25,54,26,40,16,24,5,53,1,39,59,53,15,47,34,27,65,57,75,74,48,67,6,49,-5,68,43,38,73,26,-5,66,49,18,41,78,13,78,35,20,17,80,18,2,45,76,72,71,17,37,32,-2,70,31,68,63,50,46,51,77,48,67,77,59,-5,26
75,42,27,30,6,24,72,64,-4,45,26,8,13,-7,17,8,22,68,60,16,30,56,21,12,31,62,16,49,36,40,62,53,25,-4,35,24,25,41,17,9,-7,55,28,28,59,39,45,69,62,77,37,69,29,49,50,28,69,10,7,72,-7,80,17,41,64,44,14,21,9,7,52,78,72,61,78,63,0,65,15,77,69,49,12,46,-4,-2,54,8,35,41,-5,47,35,75,16,30,3,6,18,4
8,4,13,11,5,23,68,56,12,9,41,64,77,14,37,34,78,-2,35,1,44,36,69,47,33,41,23,67,-4,43,25,73,37,51,27,40,39,72,66,71,2,54,7,44,37,30,33,76,43,-6,-1,16,74,57,55,58,27,29,18,20,42,18,36,-3,62,59,65,64,69,56,3,4,63,19,70,35,0,49,66,76,56,36,78,77,2,13,26,59,66,4,65,59,35,40,18,3,39,4,59,14
77,20,79,15,34,68,46,66,30,36,-1,46,69,29,36,66,10,-7,74,23,35,27,-6,14,45,66,32,54,-2,16,49,22,52,0,34,68,28,74,42,30,43,26,19,-6,69,58,-4,62,14,47,35,-1,0,46,25,27,43,16,64,48,54,52,8,4,42,80,39,43,39,64,65,68,26,19,45,-4,55,40,54,24,4,56,55,30,23,30,73,18,48,8,33,73,-2,71,66,57,68,21,73,28
5,5,8,-4,26,58,61,75,36,-4,67,15,52,10,15,60,12,62,47,48,47,39,13,71,37,35,77,63,-1,-4,49,33,59,7,-5,67,18,15,48,53,47,6,27,45,6,52,74,-6,59,5,11,-6,70,10,22,15,39,43,80,71,-4,23,61,56,18,77,35,-1,52,3,64,65,1,-5,16,64,65,58,60,1,47,20,39,29,7,58,-4,18,9,-6,16,17,27,32,14,24,30,-1,14,71
7,61,48,80,44,22,73,15,76,42,14,63,79,11,69,76,79,40,12,58,58,34,23,72,-6,8,78,17,50,35,2,8,75,71,66,51,17,47,46,53,34,80,66,73,-1,4,38,77,42,24,75,-5,68,14,20,22,33,1,80,27,65,72,32,34,1,50,69,59,32,30,-4,64,16,35,54,0,50,51,53,10,77,48,39,48,25,17,10,8,13,56,27,35,62,66,61,68,53,22,14,74
56,6,-3,40,24,18,20,28,64,9,43,60,-7,19,61,50,11,42,67,-4,78,43,73,-1,25,20,18,71,73,13,16,24,30,79,15,46,-7,58,12,6,40,45,-3,4,52,25,64,14,49,45,40,14,21,72,46,79,10,75,70,18,4,55,15,22,50,-1,43,68,15,73,67,52,-6,17,71,8,14,80,48,34,67,29,49,48,65,33,62,35,35,64,80,23,35,64,-7,80,40,70,68,59
58,21,50,44,31,43,77,54,14,59,39,37,42,59,69,45,0,72,34,77,17,48,13,-4,42,-7,-3,9,26,25,24,52,-3,29,58,48,12,79,77,79,25,68,20,45,77,45,72,38,17,14,-5,73,26,78,6,49,23,8,10,44,75,16,48,25,80,73,26,45,62,-6,37,74,2,10,77,74,52,61,80,78,52,33,53,33,1,68,47,21,-3,78,-5,72,27,63,26,25,36,10,37,32
20,1,25,-2,61,49,6,69,54,73,77,47,21,29,26,69,72,52,26,53,34,11,22,45,42,15,8,35,27,-6,13,44,44,-6,29,58,71,9,51,8,50,36,72,57,61,72,64,54,70,-5,8,69,4,5,49,-3,16,39,80,58,3,34,5,36,59,26,44,23,36,4,54,9,33,36,23,47,52,68,-3,38,4,42,40,59,78,4,26,72,65,55,39,30,64,16,-2,28,76,31,2,68
11,35,13,49,53,16,16,60,9,9,43,28,-6,52,11,41,37,61,51,78,29,30,66,77,19,49,21,32,78,-1,20,57,24,35,59,39,29,47,29,69,79,73,42,12,-1,30,-6,74,59,20,30,19,56,64,61,78,6,58,13,58,18,-3,52,54,56,62,40,14,44,77,27,28,0,5,15,2,52,10,71,47,41,30,75,23,69,16,11,32,27,5,40,26,3,58,41,16,59,52,7,20
48,76,73,1,59,13,24,38,43,13,49,71,-5,71,54,69,68,38,40,38,56,5,3,25,52,-2,69,0,14,15,7,26,9,7,61,28,73,37,66,79,21,12,7,2,13,2,20,26,33,46,2,64,47,24,-3,10,25,60,42,28,16,35,7,79,19,67,28,57,70,68,45,61,21,12,27,36,32,72,28,37,-4,47,79,-4,39,-3,80,13,64,54,61,25,42,73,15,73,32,30,18,21
-4,36,55,3,55,64,75,-4,67,69,80,9,46,26,50,41,21,46,20,19,42,8,49,27,58,50,25,23,36,70,39,63,28,67,73,12,56,8,66,10,76,31,30,29,34,47,76,62,23,30,52,36,78,22,11,61,27,56,20,-7,23,26,78,25,45,72,-1,58,48,64,44,5,49,12,45,23,67,-5,58,-4,70,53,-7,60,60,9,14,9,79,74,61,50,58,80,62,26,40,74,47,34
11,54,69,40,8,3,16,61,80,70,11,68,47,55,57,26,73,40,16,36,74,15,5,45,28,2,78,0,5,65,-5,68,4,17,8,4,4,66,79,51,-6,32,45,73,51,71,16,47,75,12,0,49,70,33,-6,66,1,41,60,33,80,11,78,71,-4,3,66,32,3,34,35,-2,31,14,0,17,56,1,63,66,72,13,53,14,30,76,-6,-2,2,-3,58,34,56,71,57,18,62,32,39,54
44,27,15,62,62,43,-1,64,61,65,5,71,63,52,35,71,64,20,-5,64,22,58,73,6,45,10,43,-1,35,54,14,72,50,36,65,5,60,45,63,-7,46,77,9,5,50,6,64,48,28,45,33,-7,80,51,43,72,2,50,8,28,-3,17,61,0,36,7,44,80,37,60,21,32,32,76,50,60,18,80,36,39,69,12,-5,55,-1,43,40,34,47,38,15,65,48,-2,51,0,40,45,11,39
58,23,66,5,4,41,64,63,48,75,69,17,19,72,41,30,45,36,32,17,8,59,38,49,67,27,5,-5,45,30,31,11,61,12,25,12,59,0,53,73,4,49,62,-6,62,2,78,22,8,21,30,27,78,70,7,18,23,1,61,72,15,39,39,58,66,27,20,53,78,49,8,71,67,9,13,10,14,48,21,67,43,18,-3,13,71,20,-7,14,-5,46,66,69,11,28,48,68,54,64,15,73
